1.061828379878523743e+00,3.967556921466121045e-01,1.124373516872533008e-01,9.058610612391997108e-02,9.058610612391997108e-02,1.383366539965255271e+00,1.383366539965255271e+00,6.738207203574547721e-01,6.738207203574547721e-01,7.090911462347850025e-02,5.336064024288701454e-83
1.916156318335283659e-01,1.627791349679861055e+00,6.754891972314230886e-01,1.293455138404013549e-01,1.293455138404013549e-01,1.041162513141166812e+00,1.041162513141166812e+00,1.377178201106412647e-01,1.377178201106412647e-01,1.499179620252521217e-01,3.216201215453449308e-02
9.625971464131002908e-02,7.788683056336999089e-01,3.347230559033866903e+00,4.753793882306205920e-01,4.753793882306205920e-01,8.098630626612474126e-01,8.098630626612474126e-01,1.142124266913258218e-01,1.142124266913258218e-01,8.655451265305855180e-02,3.198282551421363766e-21
2.731159530031882984e-02,5.558987358471319945e-02,8.127213671066850498e-02,6.569452765119604409e-01,6.569452765119604409e-01,1.804079554456003986e+00,1.804079554456003986e+00,7.217853362086691649e-02,7.217853362086691649e-02,2.495206004888448834e-02,2.495206004888448834e-02
2.731159530031882984e-02,5.558987358471319945e-02,8.127213671066850498e-02,6.569452765119604409e-01,6.569452765119604409e-01,1.804079554456003986e+00,1.804079554456003986e+00,7.217853362086691649e-02,7.217853362086691649e-02,2.495206004888448834e-02,2.495206004888448834e-02
1.839590478475409130e-01,2.875007836298828501e-01,3.090009175489268900e-01,8.510249708524318946e-01,8.510249708524318946e-01,3.258562432972887724e+00,3.258562432972887724e+00,3.473945191823928358e-01,3.473945191823928358e-01,1.571146021468415033e-01,4.936123965547883907e-02
1.839590478475409130e-01,2.875007836298828501e-01,3.090009175489268900e-01,8.510249708524318946e-01,8.510249708524318946e-01,3.258562432972887724e+00,3.258562432972887724e+00,3.473945191823928358e-01,3.473945191823928358e-01,1.571146021468415033e-01,4.936123965547883907e-02
3.540858808608048081e-02,6.109181238877228054e-02,1.242229376378327782e-01,2.801344037972613998e-01,2.801344037972613998e-01,2.290982169139831104e+00,2.290982169139831104e+00,1.841698255915896754e+00,1.841698255915896754e+00,5.389125699901035071e-01,4.442260352169008497e-02
3.540858808608048081e-02,6.109181238877228054e-02,1.242229376378327782e-01,2.801344037972613998e-01,2.801344037972613998e-01,2.290982169139831104e+00,2.290982169139831104e+00,1.841698255915896754e+00,1.841698255915896754e+00,5.389125699901035071e-01,4.442260352169008497e-02
1.879598649016730322e-02,8.453438444905451987e-02,6.150540594101228109e-02,2.544694675800999173e-01,2.544694675800999173e-01,1.187234043348219803e+00,1.187234043348219803e+00,9.096912937355696727e-01,9.096912937355696727e-01,8.084079944056761224e-01,1.359599884126080349e-01
3.972447851637278537e-02,2.368999513308782945e-01,1.679222303991045329e-01,3.083438511816025684e-01,3.083438511816025684e-01,1.474070253869433467e+00,1.474070253869433467e+00,5.953674707345353312e-01,5.953674707345353312e-01,9.690727828195329074e-01,3.277798015474939208e-01
