2.988621568069206313e-01,3.544442394040138444e-02,2.327213151028274302e-15,1.759082193030721622e-02,1.759082193030721622e-02,5.368673210539002399e-02,5.368673210539002399e-02,4.402975650550890012e-03,4.402975650550890012e-03,6.707162825103311535e-84,2.536710747199682124e-126
6.817784566484788589e-02,5.415360880015415823e+00,1.066756676000691240e+00,3.050691599740169152e-02,3.050691599740169152e-02,2.070278134788706148e-01,2.070278134788706148e-01,1.485604036566609380e-02,1.485604036566609380e-02,2.320638336816332845e-82,1.688867408484867555e-122
1.720337677374222636e-03,1.884050302777406927e+00,4.504164124989827656e+00,3.059648135395627577e-02,3.059648135395627577e-02,2.913159445170049877e-01,2.913159445170049877e-01,2.287758273709931262e-02,2.287758273709931262e-02,2.320637652803066470e-82,1.224421182055684620e-116
3.823724524844653769e-44,5.093653680922859470e-50,1.011733849583621447e-01,6.854279853215186624e-02,6.854279853215186624e-02,2.488192653544545746e-02,2.488192653544545746e-02,9.327061016430020511e-67,9.327061016430020511e-67,2.357382409578299566e-110,4.367387261340603850e-119
3.823724524844653769e-44,5.093653680922859470e-50,1.011733849583621447e-01,6.854279853215186624e-02,6.854279853215186624e-02,2.488192653544545746e-02,2.488192653544545746e-02,9.327061016430020511e-67,9.327061016430020511e-67,2.357382409578299566e-110,4.367387261340603850e-119
7.361508444717296089e-03,2.840259335467359980e-01,4.730130724524030106e-02,4.357496323343710426e-02,4.357496323343710426e-02,2.915948091716314416e-01,2.915948091716314416e-01,8.664732236257854936e-03,8.664732236257854936e-03,1.440036011095002674e-83,6.312539465197069271e-118
7.361508444717296089e-03,2.840259335467359980e-01,4.730130724524030106e-02,4.357496323343710426e-02,4.357496323343710426e-02,2.915948091716314416e-01,2.915948091716314416e-01,8.664732236257854936e-03,8.664732236257854936e-03,1.440036011095002674e-83,6.312539465197069271e-118
1.573947604980529061e-02,5.530231137579834858e-91,4.237146022665552902e-104,1.571694696238656385e-56,1.571694696238656385e-56,5.087704441534221551e-41,5.087704441534221551e-41,3.284473277813707028e-88,3.284473277813707028e-88,4.202258614258976526e-109,1.815865889103971476e-119
1.573947604980529061e-02,5.530231137579834858e-91,4.237146022665552902e-104,1.571694696238656385e-56,1.571694696238656385e-56,5.087704441534221551e-41,5.087704441534221551e-41,3.284473277813707028e-88,3.284473277813707028e-88,4.202258614258976526e-109,1.815865889103971476e-119
5.263418821629274155e-76,1.837968375913769053e-95,8.270371293300706685e-113,2.753010672686326265e-115,2.753010672686326265e-115,1.835243742196758163e-02,1.835243742196758163e-02,2.064213810026122696e-80,2.064213810026122696e-80,2.410060889242678031e-116,4.944685682223683559e-119
2.609912408603752840e-129,8.254702784353264635e-115,8.255074032948971018e-115,2.260652139490911068e-117,2.260652139490911068e-117,4.598738397853178284e-86,4.598738397853178284e-86,6.192641418824885180e-80,6.192641418824885180e-80,2.270276975280499649e-117,8.764857444809127547e-123
